id:text	text:text
256-1382154732	La Vida Boheme, Live In Concert: NPR Music at SXSW 2012: http://t.co/XGzqJCl9Nb
257-1382154999	@carley222 For a fab freebie lover! +Kred influence in the SXSW VIP community http://t.co/f9nLzTGIck
258-1382155012	@NicholsAccomp If I see u at SXSW I'm going to yell "I'm just a white girl!" at u. lol
259-1382155062	RT @ZacEfron: Check out Zac's #AtAnyPrice red carpet photos from #SXSW: http://t.co/pSyjgw8c0x and the movie's new site: http://t.co/R3EGXV…
260-1382155066	RT @ZacEfron: Have a @SXSW film badge? Join Zac, Dennis Quaid &amp; Ramin Bahrani for #AtAnyPrice's #sxsw screening/Q&amp;A at 5PM TONIGHT… http://…
261-1382155082	@sylviaunlimited Job well done! +Kred influence in the SXSW VIP community http://t.co/6l034aMuxr
262-1382155084	RT @Cream_HR: Need a Dev? @EthanDuggan - HTML, CSS, Java, Built 5 Apps, &amp; Spoke at SXSW. He's 12... via @VentureBeat http://t.co/KFzrsQDfki
263-1382155098	@sylviaunlimited You are admirable! +Kred influence in the SXSW VIP community http://t.co/VD2NNdzSAV
264-1382155362	Going to be 21 by sxsw next year. 6th street here I come.
265-1382155407	YES!! RT @walkthisk: @NicholsAccomp If I see u at SXSW I'm going to yell "I'm just a white girl!" at u. lol
266-1382155889	RT @AskDebruge: Congrats to @TheTaiwanOyster, which is opening at NY's Cinema Village this weekend (fittingly, same day AS I LAY DYING open…
267-1382155914	RT @path: Path's @wheresnate discussing contextual social networking along with @TechCrunch @linkedin and @nextdoor  #SXSW http://t.co/RytG…
268-1382155922	RT @path: .@davemorin talks about personal social networking in "#pathonly: Social's Shift Towards Real Privacy" #SXSW http://t.co/wcbLoxDw…
269-1382156063	@jpories @ActionBronson @Alchemist interviewed Bronson at SXSW, alchemist rudely barged in
270-1382156233	@RetweetSocial Outstanding! +Kred influence in the SXSW VIP community http://t.co/R62WBBgesX
271-1382156521	Heh. Just realized that I wore an old SXSW t-shirt to the show tonight.   Because I'm an asshole.
272-1382156574	@SOUNDCITYDVD Why, thank you, thank you.
273-1382157000	One day I will get to see a full set from @mybearmountain &amp; all will be golden. These 6 song teasers are just not enough #killer #sxsw #cmj
274-1382157098	#Infographic &amp; Guide for Beginners at SXSW 2012  - #hr #hiring #jobs  http://t.co/AGEOLOrXyS
275-1382157221	@pandabear8307 @hansonmusic I got to hear it during the walk tour in 2007 and SXSW 2008.
276-1382157244	RT @KredInfluencers: @RetweetSocial Outstanding! +Kred influence in the SXSW VIP community http://t.co/R62WBBgesX
277-1382157272	@103iHeartAustin I think you should play @coin_music because you will be hearing more from them, especially during sxsw!
278-1382157312	@clallen1971 You are admirable! +Kred influence in the SXSW VIP community http://t.co/jEw2xEcGeM
279-1382157500	@matthewsbunch Being in ATX for SXSW padded that number by A LOT, so I was able to see a ton of stuff.
280-1382158082	Have you seen episode 3 of LIfe In The Slick Lane ??? Me performing at #SXSW and #TeamKhleo being DEEP!! http://t.co/w6Z7V4zA1h
281-1382158130	If you are going to @sxsw @SXSWPartyList @CNNSXSW or @googlesxsw then come to the @eCinecom party. #sxsw Follow for details.
282-1382158171	@defuniakkid whaddya think of? Dawes - "From a Window Seat" (live at Public Radio Rocks SXSW Day Stage): http://t.co/eCB2T6WGF4 via @youtube
283-1382158383	RT @InTheCapital: .@Georgetown's heading to #SXSWedu this year! http://t.co/bNlO9YNGro
284-1382158655	Michelle Malone: Connected to Dirt http://t.co/k4eHghXXDq #sxsw via @newspin
285-1382158680	K-OTIX: Untold Legends – “And We’re Puttin It On Wax”  Our showcase at SXSW kept us on a high for a few months... http://t.co/pZI7GOFKb7
286-1382158783	RT @abandoforcs: Humans, day 1 of SXSW? is going to be an interesting onslaught of music...hail Gzoroth!!!! @SouthBySoWhat... http://t.co/K…
287-1382159647	RT @gretagarbled: @defuniakkid whaddya think of? Dawes - "From a Window Seat" (live at Public Radio Rocks SXSW Day Stage): http://t.co/eCB2…
288-1382159744	Just found out Hanns, @bsofman and I will be speaking at #SXSW
289-1382159907	@rachritts it's adventure club, we saw them at SXSW, I'm seeing them tonight OKAY?????
290-1382160046	Kat Dahlia at SXSW http://t.co/X4bzDDlro2 #FaceTheMusic #FTM
291-1382160407	im tryna go to SXSW 1 day
292-1382160497	Because hell is a real place. RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/OgQQXuoHzf
293-1382160548	@janatrantow Hi we're going RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/LhQ6Pc2I9P
294-1382160787	“@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/6YB9nv0NzY” gah want to go!!
295-1382160796	RT @RobertCGSF: Check out @tashefraiche report on her trip to @sxsweco #sxsweco in Austin, TX on #food #agriculture #sustainability http://…
296-1382160837	Ah, yes!!!!!! RT “@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/OXTiPog5da”
297-1382160944	RT @ErickMancebo: Because hell is a real place. RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/OgQQXuoHzf
298-1382161036	Better would be Sarah Vowell, @lenadunham in the octagon MT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2015
299-1382161233	this is dumb. RT mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/AgAA23sJvR
300-1382161243	“@mashable: @lenadunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/xIgoRg5Moo” I'm def going!
301-1382161339	Kopecky Family Band release new EP for fans, announce fall tour dates, etc. http://t.co/hPv7U82JSN
302-1382161488	“@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/RgyvV7s1XL” @jeanscheidnes @ginnyyc I can't
303-1382161768	I gave @adiko56 +Kred influence in the SXSW VIP community http://t.co/4hMbFmXZif
304-1382161838	I HAVE TO go to SXSW this year
305-1382161955	Ella Dunham's daughter? RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/sBWEOnKt5i
306-1382162015	@brucesebi I should be at SXSW this time around. Would be nice to meet you!
307-1382162090	What's going on? Today Is Last Day For SXSW 2014 Pass Discount, Accelerator Startup ... - http://t.co/wuTF1zC5ia http://t.co/vUcwLQeXrS
308-1382162169	Lena Dunham Will Keynote SXSW Next Year http://t.co/Akine7ATAe #startup #Dubai #GCC
309-1382162373	Was hoping for Olivia Dunham @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/UFpDhpb06z”
310-1382162624	can. not. wait. RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/lJpWgo4KFR
311-1382162639	“@mashable: Lena Dunham Will Be a Keynote Speaker at @sxsw 2014 http://t.co/g4JOyXlKvb” &lt;&lt; I can name 20 people better suited for her slot.
312-1382162813	I'm already in 2014 planning this SXSW event smh already got sponsors on deck
313-1382162868	SXSW is the only "tweetup" I'll do. Free alcohol. Free music. Good people. And chicken fried in BBQ potato chip breading
314-1382162908	I’m at SXSW 14 alone then I guess. I’m not missing that shit for nobody
315-1382163005	RT @itsbizkit: I'm already in 2014 planning this SXSW event smh already got sponsors on deck
316-1382163184	RT @kellyhclay: can. not. wait. RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/lJpWgo4KFR
317-1382163193	@DragonflyJonez Bruh... SXSW... Even a drunken Wisconsinite thinks it sounds like heaven
318-1382163258	Today Is Last Day For SXSW 2014 Pass Discount, Accelerator ... http://t.co/PX2BIclOPp
319-1382163259	Today Is Last Day For SXSW 2014 Pass Discount, Accelerator ...: Today, Friday October 18th, is the last day for... http://t.co/LT30LgDcpb
320-1382163259	Today, Friday October 18th, is the last day for another round of SXSW badge ... your music tech startup, product... http://t.co/5VymQiIFEM
321-1382163393	Check Out The Winners Of The SXSW Eco Awards http://t.co/zlVSbHcYsp
322-1382163627	RT @gregpak: Big news this week: @jonathancoulton's &amp; my #CodeMonkeySaveWorld program was accepted by SXSW Interactive! http://t.co/OssvJBv…
323-1382163720	I must meet my spirit animal.  RT: @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/pzRd6dJ7at.
324-1382164030	@DaTruthfulOne SXSW Festival in Texas
325-1382164075	What can't she do? http://t.co/kKkJ6UWzDg
326-1382164118	Tone City: CityOfHate 2k3 SXSW was Kool my 3rd time going.. Netwrking seen MC E8, L.L, LC SMOOTH etc.. But that... http://t.co/XWst4kkvGm
327-1382164288	RT @DragonflyJonez: SXSW is the only "tweetup" I'll do. Free alcohol. Free music. Good people. And chicken fried in BBQ potato chip breading
328-1382164465	@hexmurda @Dance2myDrum that hurt Hex. #SXSW :(
329-1382165493	fuckin Austin RULES when it's not sxsw!!
330-1382165597	@HiMyNameIsSeton Did you catch Grohl's keynote at SXSW? http://t.co/eNfhgC8Ql1
331-1382165687	RT @tamcdonald: As I start thinking of #SXSW next year, I think of @melissapierce @ethnicomm @MarketingProfs @olgag @markfidelman and many …
332-1382165752	@luiscj_21 @ducidni hopefully he's here for sxsw
333-1382165768	What's going on? First round of bands of SXSW 2014 confirmed - SoundSpike http://t.co/GnBChRqXBu
334-1382165896	RT @NeverEnoughNote: @sxsw 2014 announcement looks HOT! @gabbyyoung @londongrammer and so many more! #sxsw
335-1382165996	I hope @machinegunkelly comes for @sxsw next year because I need to see him before est fest.
336-1382166292	@DaraCreasey @HIGHzurrer I saw HOURS at SXSW. It was great. Very intense. I was actually physically exhausted after watching it.
337-1382166837	I want to see @TheWordAlive again hoping work lets me off for SxSW
338-1382167000	Top story: Lena Dunham Will Keynote SXSW Next Year http://t.co/Al5KKqaK05, see more http://t.co/hkNWOTYVgo
339-1382168026	RT @sxsw: 2014 Music Festival showcasing artists are now playing on #SXSWfm! Listen here: http://t.co/jpvpYyhdFZ #sxswmusic
340-1382168608	Kizuna Media SXSW Update is out! http://t.co/bha6kWLnsX ▸ Top stories today via @irisheart @SoloInfografia @Rockadictos
341-1382170277	@adorechels_ he'll make his southern run next year, especially for our spring break, go to SXSW next spring
342-1382170673	@EISRecords sweet! Nice haul man. Next sxsw we WILL have a beer!
343-1382170776	Lena Dunham, Jason Blum Among Keynote Speakers For 2014 #SXSW Festival -  Lena Dunham's history with South By... http://t.co/UQ3nzzFOyq
344-1382170983	#SXSW Music Announces First Round Of Showcases http://t.co/yili44eXpU
345-1382171146	Bring Me The Horizon : SXSW 2014.
346-1382171209	Lena Dunham Will Keynote SXSW Next Year   Lena Dunham, the creator and star of HBO's � Girls , will be a key http://t.co/TlJdKuRy6L
347-1382171335	“@MediaGoddess313: smh... niggas sleepin and im up workin on sxsw” oooooo kill em
348-1382171337	@RockyDiamonds come to SXSW this year 😘
349-1382171363	In Giant Hipster Circlejerk News, Lena Dunham Will Keynote #SXSW Next Year http://t.co/wj8RIC6Ctx
350-1382171543	Currently explaining to @adorechels_ how to go to SXSW on a budget. Lol
351-1382172034	#Previously_on_radiomidas:  DJ Black to make presentation at SXSW Music Festival!  http://t.co/ui1jVN4fSl
352-1382172180	"Rock, Shock &amp; Load" - SXSW 2008 Showcasing Artists (Thee Armada)
353-1382172634	I gave @SamStormborn +Kred influence in the SXSW VIP community http://t.co/WF7VFfrXWG
354-1382172666	If I had one wish, I'd wish to find love, but guess what? I have you!! So I Looks like folks in #Austin for #SXSW have
355-1382172726	Rising Austin, TX Artist The Vantage Announce New EP Release Date http://t.co/fsuZngc8p7
356-1382173515	SXSW 2014 Announces Hundreds of Sessions: On the SXSW 2014 site, you can peruse through more than 500 hundred... http://t.co/f5EgECSDfp
357-1382173528	SXSW 2014 Announces Hundreds of Sessions http://t.co/YxLf1rtuCY
358-1382173550	Lena Dunham Will Keynote SXSW Next Year http://t.co/SEOw1ih1Br #themesh #technology
359-1382173823	That's gonna be inspiring! “@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/SFFjeNuREm”
360-1382174205	RT @Gina_Baby92: I hope @machinegunkelly comes for @sxsw next year because I need to see him before est fest.
361-1382174402	"@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/KayaUGPaR6" - such cool news @sxsw
362-1382174433	I liked a @YouTube video http://t.co/g79mCiOOOr I See Stars - What This Means To Me LIVE at Emos Red 7 in Austin, Texas @ SXSW (HD)
363-1382175038	I gave @Soul_Shaman +Kred influence in the SXSW VIP community http://t.co/PGoLySlgBA
364-1382175084	I gave @Pistachio +Kred influence in the SXSW VIP community http://t.co/sjqdNTLzYq
365-1382175139	bf sxsw i miss his  a whole lite .and t- moble hot boy fruit got any ?
366-1382175656	SXSW 2014: Inspiration is Headed Your Way | JewelsE Inc http://t.co/TxGkSKrQsx via @realjjewels
367-1382175845	I added a video to a @YouTube playlist http://t.co/34gBus3Cil David Blumberg - Talks About SXSW 2014
368-1382176151	“@936ANDYE: @djbuddhaTX remember sxsw? Them 3 grown azz nikkaz on that chariot??? Lmfao”  #PauseWorthBentley
369-1382176184	I added a video to a @YouTube playlist http://t.co/CSEk5s2WAj Yair Bar-On SXSW 2014
370-1382176185	I added a video to a @YouTube playlist http://t.co/CkNwicIanI Jeff Pulver - SXSW 2014
371-1382176186	I added a video to a @YouTube playlist http://t.co/2n3cTpwYlc AnyRoad and SXSW
372-1382176291	Never been ade, mobos, sxsw, Cmj, and a few others, next year I'm changing that
373-1382176306	Mucho LA Bands represent at 2014 SXSW like Avi Buffalo, The Blank Tapes, The Lovely Bad Things and SwizZz - !!! http://t.co/4nZrOjZwLj
374-1382177078	Lena Dunham Will Keynote SXSW Next Year -  Lena Dunham, the creator and star of HBO's&amp;#160;Girls, will be a ke... http://t.co/ILhnZN0ROo
375-1382177153	Yay.  - Lena Dunham Will Keynote SXSW Next Year http://t.co/gXzk77jemh
376-1382177160	@sxsw announces first list of artists for 2014! already starting to swoon! http://t.co/fQ4m6F18Mk
377-1382177273	7 #Apps From SXSW You Don't Want to Miss http://t.co/874XsxYmsF #APPSANDSOFTWARE #gallery #mobile #SXSW2013 #Tech
378-1382177371	“@FoxNewsMom: Yay.  - Lena Dunham Will Keynote SXSW Next Year http://t.co/MlS5anJ0i6” I, too, am overwhelmed by excitement.
379-1382177877	@Michael_Snooze SXSW.
380-1382178006	Lena Dunham Will Keynote SXSW Next Year http://t.co/3igiLEX3jK #Technology
381-1382178069	Lena Dunham Will Keynote SXSW Next Year: Lena Dunham, the creator and star of HBO's Girls, will be a keynote... http://t.co/B7iAClgjN1
382-1382178074	#PeteCashmore #SouthBySouthwest Lena Dunham Will Keynote SXSW Next Year: Lena Dunham, the creator and star of... http://t.co/GXUey9vKN8
383-1382178995	Lena Dunham Will Keynote SXSW Next Year http://t.co/2g58AD7VP3 via @mashable
384-1382179259	RT @MusicWeekNews: . @SXSW 2014 initial music line-up revealed http://t.co/ofyLOlvhdQ
385-1382179274	Absolute Digital Media Become Members of New Google Partners Program http://t.co/1Mn5b4ZDuk
386-1382179405	Virtual Health and Avatars  http://t.co/Z1fMNiPLxw via @sharethis
387-1382179773	"Kissing the Blvd - reverb rick" - SXSW 2008 Showcasing Artists (Gliss)
388-1382180143	An Abundance of Creativity: 500+ Confirmed Sessions for the 2014 SXSW Interactive Festival via http://t.co/sbXItWLYWW via @sxsw
389-1382180457	I've been excited about Short Term 12 ever since March the 18th this year when it was showing at @sxsw and now it's finally in London #LFF
390-1382181260	RT @bzzagentjono: Fave quote from the #brandstory discussion was "You're never going to get an algorithm to create a great story." Truth! #…
391-1382181370	Smartphones to Healthphones  http://t.co/OvXjgL5qIz via @sharethis
392-1382181772	RT @linnb_: First names for SXSW 2014 announced!  http://t.co/Vk8d5huRFz  Casual Sex and Drenge worth the cost of going alone!
393-1382182684	#sxsw 2014 tickets = bought. #letsgo @sullmcintyre @martinbailie @jameshaycock @maekdesign @andrewfogg Also #hatersgonnahate.
394-1382182751	@natface You going to SXSW this year?
395-1382182775	#sxsw #ieee line-up is out! http://t.co/77gF8h17gp I'm looking forward to Austin in March!
396-1382183207	"How Search Works Truly" What Google Isn’t Saying http://t.co/JH1LCJF15m #seo #search #google #SXSW #SMX
397-1382183394	@_JusYakin check out the rap genius cyphers from sxsw. 'Savemoney no writtens' sick
398-1382183623	Salome - Carving The Ether : SXSW 2010: http://t.co/9anIIWlrzI
399-1382184059	Scotland at SXSW 2014 – Round One of Announcements Includes 2 Scottish Bands http://t.co/xw2VnPjwla
400-1382184187	@AndrewWinston @sxsw Very cool. No experience. But right audience for your work!  Be your usual engaging and inspiring self.
401-1382184191	@thealbumproject thx Tyler! Hope to see you at sxsw
402-1382184231	RT @NtlPrintDay: Brilliant video from @DomtarPaper about their "Paper Hotspot" @sxsw http://t.co/XMo3XDvie4 Celebrate print on October 22nd…
403-1382184874	The Deadline Won't Kill You http://t.co/CtOHTxaXSm
404-1382184875	Vox Media raising $40M to invest in video content on SB Nation, The Verge, &amp; Polygon http://t.co/75zSxzeiYD
405-1382184879	Vox Media grows with focus on video http://t.co/upge7YP3rN
406-1382184989	For #startups: SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - http://t.co/EeaYwkLjPm http://t.co/ZTKAR2ixFg
407-1382184991	RT @Kairon_Edwards: I've been excited about Short Term 12 ever since March the 18th this year when it was showing at @sxsw and now it's fin…
408-1382185521	#startupnews - SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - hypebo... http://t.co/I7E3BzQbZn
409-1382185568	SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - http://t.co/JnLPRSC5eI http://t.co/n2RlsZjroR
410-1382185919	RT @joanjett: @OBEYGIANT mural on 4th and Guadalupe! #sxsw #austin #shepardfairey #obeygiant #joanjett http://t.co/s2NsYh7CH2
411-1382186025	Humanizing Technology for Good  http://t.co/h4qlTw0ZXb via @sharethis
412-1382186135	Crowdsourcing Diplomacy: A SXSW Submission: http://t.co/7DUxHseFPk via @youtube
413-1382186354	I liked a @YouTube video http://t.co/P6NFf43IdF Capital Cities - "Safe &amp; Sound" (Live at Perez Hilton's SXSW Party 2013)
414-1382186708	Want to pitch at SXSW? Apply to the SXSW Accelerator pitch event by November 8th! http://t.co/qvjby3cQQJ by Trista Bridges
415-1382186797	RT @RudeBaguette: Want to pitch at SXSW? Apply to the SXSW Accelerator pitch event by November 8th! http://t.co/qvjby3cQQJ by Trista Bridges
416-1382186816	Good Morning #sxsw! The day's High is 69F with a Low of 48F. Current conditions are Cloudy. #sxsw
417-1382187372	Fearless, Funny &amp; F*ed-Up: The Podcast's Humor Gap (Ben Huh, Cheezburger)
418-1382187545	RT @RandiSumner: #sxsw #ieee line-up is out! http://t.co/77gF8h17gp I'm looking forward to Austin in March!
419-1382187580	Good morning SXSW. Currently: clear. Morning forecast: 50-57°F with a chance for rain. 10/19/13 8:00 AM CST. by #Nooly
420-1382187712	SXSW Eco Live Stream: Featuring Innovative Solutions Taking Us Beyond Sustainability http://t.co/M8icHq2v7n via @DanielZeevi
421-1382188065	SXSW, Hawaii, Vegas
422-1382188566	Content Everywhere: Preparing For Mobile &amp; Beyond at #SXSW: Do not miss @sara_ann_marie http://t.co/eSGydXcFq2
423-1382188573	Zimpapers positions for transition to digital media with editorial team restructuring http://t.co/snAmzSgpto
424-1382188594	"@IntenseDesire: SXSW, Hawaii, Vegas" what u know bout SXSW?
425-1382188613	SXSW Festival releases initial music lineup - The Columbian http://t.co/SEz5DJAFbp #TDC
426-1382188944	RT @cindycapo: I gave @_busydoc +Kred in SXSW VIP community influence http://t.co/HeLGR5Qshx
427-1382189065	Low key jealous of @IntenseDesire she gets to go to my city for SXSW. Take me with you
428-1382189134	SXSW Teases 2014 Lineup - http://t.co/sb9xZKB4hN via http://t.co/PCp1RtMZvR
429-1382189475	" #LenaDunham Will Keynote #SXSW Next Year" - http://t.co/0Buj8BLmIZ (via @Mashable)
430-1382189487	RT @younghollywood: Wishing a Happy B-day to @TwoHalfMen_CBS &amp; @BigBang_CBS creator #ChuckLorre! --&gt; http://t.co/uqdCHMqOpi
431-1382190720	Watch this! Very inspiring.............Dave Grohl South By Southwest (SXSW) 2013 Keynote Speech in Full: http://t.co/qKz3itsEtx via @youtube
432-1382190794	RT @sxsweco: We love this piece by @joconfino of @GuardianSustBiz about a takeaway from SXSW Eco: http://t.co/2iYEDZIs14 Shepard's talk is …
433-1382190975	Sep 3 - Labor Day SXSW Festival releases initial music lineup - The Columbian http://t.co/qcHjBj0vEZ
434-1382190994	http://t.co/caoDmY7vfj SXSW Festival releases initial music lineup - The Columbian
435-1382191054	#Startup SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - hy... http://t.co/DN2YeIFRIC #Pakistan
436-1382191202	Today's Drummer question: What is your favorite drum trade show? 1: The NAMM Show 2: PASIC 3: Regional Drum Show 4: SXSW 5: Other: _____
437-1382191310	And RH is publishing her book in 2014!!“@mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 @AndyWard15
438-1382191339	SXSW Festival releases initial music lineup - The Columbian http://t.co/4Tx7u9ohqM
439-1382191340	What's going on? SXSW Festival releases initial music lineup - The Columbian http://t.co/EuEhQMm7lS
440-1382191572	Prof @mirverburg is speaking at SXSW 2014! (note: Organizer @elysssse is an alum): http://t.co/UGEK5az7UO
441-1382191636	SXSW Festival Daily News Paper is out! http://t.co/8h2g53fNzA ▸ Top stories today via @aineob @IHEARTCOMIX @allysencallery
442-1382191933	RT @KickPort: Today's Drummer question: What is your favorite drum trade show? 1: The NAMM Show 2: PASIC 3: Regional Drum Show 4: SXSW 5: O…
443-1382191984	(On his backpack, he sports a SXSW patch from when he toured with a rock band called In Tall Buildings.) But it... http://t.co/ZB772WUlST
444-1382191984	Matt Ulery's Loom: Tiny Desk Concert: (On his backpack, he sports a SXSW patch from when he toured with a rock... http://t.co/2xloI2gra5
445-1382191985	AUSTIN, Texas � The South by Southwest Music Festival released its first list of artists for 2014 on Wednesday,... http://t.co/QWZbJ7ywBv
446-1382191985	SXSW Festival releases initial music lineup http://t.co/AzwApv07Iv
447-1382191986	SXSW Festival releases initial music lineup: AUSTIN, Texas � The South by Southwest Music Festival released its... http://t.co/AKDtJ3mzNQ
448-1382192050	Lena Dunham, Jason Blum Among Keynote Speakers For... http://t.co/qpMTPTrZJv  #CelebrityPhotos #LenaDunham #LoadingSlideshow #losangeles
449-1382192290	Naperville library creating digital media lab at 95th Street http://t.co/fbOA6LZnpE
450-1382192290	Jingle Ball Tickets on Sale 10-19-13: http://t.co/aWGC5o2efh Announces Large Inventory of Discounted Tickets for... http://t.co/RlKRjZkaao
451-1382192291	2013 World Series Tickets on Sale: http://t.co/hYIlLLKMvk Slashes Prices on Tickets for all Games http://t.co/eU2PwJRQHk
452-1382192292	Apple's iPad Business Unexpectedly Fell Off A Cliff Last Quarter, So It Needs The New iPads To Be Great (AAPL) http://t.co/ieMzEYstK5
453-1382192292	Wait Until You See This Office With Super Mario Themed Bathrooms And An Xbox Alcove http://t.co/I9KlSXY58A
454-1382192293	SXSW Festival releases initial music lineup The Columbian AUSTIN, Texas — The South by Southwest Music Festival... http://t.co/XhNCxcdeRp
455-1382192732	SXSW Announces Sports Section for 2014 Conference http://t.co/vd5XJbtoip #SportsMarketing
456-1382192788	@nmglueckert We loved having you! Hope to see you again soon; SXSW is right around the corner!
457-1382192801	.@maximolly did you see this? We got into @sxsw and all thanks to your urging to submit a panel. Thanks! | http://t.co/W6lf2qILcG
458-1382192939	SXSW Interactive unveils 2014 sessions - Austin Business Journal http://t.co/vrsAPmkHS0
459-1382193039	@SaraBabs We had a ton of fun hosting! Hope to see you all soon. SXSW is right around the corner, after all!
460-1382193044	RT @IMMCentennial: Prof @mirverburg is speaking at SXSW 2014! (note: Organizer @elysssse is an alum): http://t.co/UGEK5az7UO
461-1382193112	RT @JanetPierson: Today is 2nd deadline for discounted SXSW Badges. Save $ on walk up price.  http://t.co/VnOpWsFHu4 #ExperienceSXSWFilm
462-1382193308	Today might be a good day to start previewing music from @SXSW 2014 bands.  Whadya think?
463-1382193367	@EmGay1 We appreciate you joining us for #SFSummit, Emily. Now who is ready for SXSW? #justkidding #stillhaventsleptoffSummit
464-1382193469	Lena Dunham Will Keynote SXSW Next Year http://t.co/3DR156ycCM #Startup #Entrepreneurs #Ideas
465-1382193499	@PriceSmith88 It was our pleasure! Be sure to come see us during SXSW too. We want to keep the social dialogue open!
466-1382193846	Matt Ulery's Loom: Tiny Desk Concert http://t.co/oi4gb65lB1
467-1382194040	Got a @songkick notification for @hearSPEAKhere at @sxsw 2014. http://t.co/WO8KVFAjq3
468-1382194273	In Manhattan today? Duck in a matinee and see @TheTaiwanOyster!  Screening in Cinema Village this week &amp; on @iTunesMovies  @sxsw film
469-1382194613	"Where You Are" - SXSW 2008 Showcasing Artists (Doujah Raze)
470-1382194703	Today Is Last Day For SXSW 2014 Pass Discount, Accelerator Startup Showcase Deadline Nears http://t.co/tCC3SaExCA
471-1382194812	LOVE your #creativity folks!! Theme for our contest can't get ANY better... #AustinLiveMusic. We'll have a great time at #SXSW in March!!
472-1382194854	#SXSW #like #twitter #fun #good #day #weekend http://t.co/7vVVj8AMMU
473-1382194949	RT @MarkAJarrett: In Manhattan today? Duck in a matinee and see @TheTaiwanOyster!  Screening in Cinema Village this week &amp; on @iTunesMovies…
474-1382195102	#SXSW 2014: Lena Dunham, Jason Blum, Casey Niestat to keynote -  Next year will be... http://t.co/ACAU3fkclf  #HollywoodBacklot #LenaDunham
475-1382195449	@HelloMistyBlu I'll be in #Austin soon! I'll be visiting Dec 5 - Jan 5. Then I'll officially be there end of Apr. I need to go to @sxsw !
476-1382195664	Imagine Dragons - It's Time (Acoustic At SXSW (FILTER)) http://t.co/b36VufAM8y
477-1382195699	“@KredBrands: @sylviaunlimited Job well done! +Kred influence in the SXSW VIP community http://t.co/d6M44m7YNX” TQVM!
478-1382195731	“@KredBoards: @sylviaunlimited You are admirable! +Kred influence in the SXSW VIP community http://t.co/8JJk4ezoXP” TQVM
479-1382195763	Happy 20th Anniversary #BlackMoon! The legends talked Tupac and creating "One Nation" with 2 Bobcats at SXSW: http://t.co/ToLeOrVFL3
480-1382195800	SXSW Festival releases initial music lineup | http://t.co/scKxcIGEyn http://t.co/m3VtIrfaho #sxsw via @newspin
481-1382195817	@NatalieMerola awesome!!! The city is great! By that time, I may be in houston but @sxsw is always good! Are you coming for school/job?
482-1382195892	@HelloMistyBlu @sxsw It's definitely not too far away! It's like the Miami - Boca commute :P Yes, I'm looking into @UTAustin 's grad school.
483-1382195913	@HelloMistyBlu @sxsw What do you love the most about Austin and @sxsw ?
484-1382196011	Cheap Jingle Ball Tickets Available Now at http://t.co/ZfY66iZd7w for December Shows http://t.co/cOASQm0RpT
485-1382196012	INSPIRING STORY: How Ronnie Castro Launched His Startup, http://t.co/SnVEM0M8Fc, While Fighting Brain Cancer http://t.co/wnTQNAkTm2
486-1382196013	This 28-Year Built A $3 Million Business In 10 Months Thanks To Instagram, He Says (FB) http://t.co/dpmx4F8aq8
487-1382196014	Facebook Is Holding An Ax Over The Neck Of Foursquare http://t.co/RqZ0Xxva4y
488-1382196041	@NatalieMerola  south congress street has the best eats and boutiques! @sxsw has free shows with good line ups! #music #selfexpression #art
489-1382196110	RT @HelloMistyBlu: @NatalieMerola  south congress street has the best eats and boutiques! @sxsw has free shows with good line ups! #music #…
490-1382196120	RT @afs1985: On 10/29, @JanetPierson and @claudasaur of SXSW join us for a workshop about festival submissions and strategies. https://t.co…
491-1382196175	@HelloMistyBlu @sxsw More independent designers? Love! The artist nooks of the world capture my heart -- and yummy eats, too :)
492-1382196318	@RonFinleyHQ @Stupidgregg @sxsweco Dude, u had some rad one-liners: http://t.co/YPOKbgqyr2
